scenario_id,year_2025,year_2026,year_2027,year_2028,year_2029,year_2030,year_2031,year_2032,year_2033,year_2034,year_2035,year_2036,year_2037,year_2038,year_2039,year_2040,year_2041,year_2042,year_2043,year_2044,year_2045,year_2046,year_2047,year_2048,year_2049,year_2050,year_2051,year_2052,year_2053,year_2054
10,0.04804192543494016,0.03653417433796104,0.041663148975529404,0.02862723754515597,0.03620198553782362,0.04451998599081833,0.042952071771060966,0.048660061383964615,0.03232174975367106,0.028119337559822932,0.03714165542004904,0.03258070480214634,0.04643405732896349,0.03923952412536497,0.03837336670664995,0.03707347497354303,0.03876136856846641,0.033422538125927895,0.03247910972990523,0.043038356751356366,0.028884692307591588,0.030135743772638186,0.030442858263225854,0.018233809538470314,0.02407144764525496,0.03691932665749745,0.049073869179906256,0.0509333363058221,0.05755901426578368,0.052026501927850674
11,0.04773710731663852,0.06066984121871007,0.056510199560135865,0.05704030864390518,0.03785895389365314,0.03712455764799064,0.040275347915789975,0.03985557447246174,0.035764781487187314,0.0351483600119691,0.0254643393293116,0.014275702891480856,0.03506115502928667,0.0301713357800062,0.027998387167125167,0.025777857196807395,0.019427859916260712,0.01316982535998146,0.016277923668743144,0.018706083898505713,0.019853045098848516,0.028127925983615246,0.04237575603923098,0.024256725448011742,0.0336806813949231,0.02590596251006356,0.00857523218688374,0.022861285065000084,0.033851875797268054,0.04297291590369899
12,0.04560182360303532,0.05033482302973574,0.05323639579260082,0.055382435638799785,0.051540162859272196,0.050766498730663495,0.04509254075431008,0.03507437856294171,0.041202205337359445,0.053493465749075264,0.046665361557711296,0.040190447913570765,0.0342058567253091,0.03500580346143338,0.03998733110083087,0.028371723058105376,0.015829155925692166,0.03484124729046623,0.03006725167464327,0.03612213686126288,0.04007771033547273,0.03637107362898303,0.041684536681301995,0.03673810386876423,0.03350873529166386,0.04372738208696158,0.03825163183077396,0.03796082301880775,0.04039145534336466,0.037039919243399916
13,0.048785455131255775,0.047052235651149125,0.05938972372130546,0.053651197582600986,0.039416536524229884,0.045644642233571446,0.0222140340436095,0.030776637872165013,0.03643493366410686,0.025544687673283367,0.05089246873344025,0.04269081587302296,0.03439188912373148,0.03917079728861646,0.03804439596122598,0.05266979970574186,0.04159658857491147,0.034147073248549945,0.04206861651733602,0.027747124610060434,0.02529529494558587,0.014009723261200716,0.027276922647284513,0.04046909399658917,0.044123796531348174,0.040745838462008646,0.04659569790606838,0.05034267081568419,0.036525374215939835,0.039299060439324865
14,0.04680625953710781,0.05856907788492756,0.05446067492380901,0.043130517252015915,0.0355930107724429,0.03068678902704469,0.024638435487303045,0.03143560327437675,0.03395822740160602,0.03288503132527092,0.037891601795153704,0.0474898684038556,0.03894237974985545,0.03574793005507085,0.04241872392311176,0.04647550321934357,0.06101001562907091,0.05089869324476755,0.04605416440943929,0.03995647823458571,0.04092610884155724,0.03812725525723208,0.02602968196656861,0.02386995528977897,0.04399736667001413,0.037289870654530495,0.03460834953169488,0.03612497940841896,0.037628968521235664,0.023317739660950538
15,0.04282585412170196,0.044534446190576636,0.043066198538009796,0.034830072609548485,0.046232706856287456,0.03845871012796322,0.03777880045357993,0.04576424564414711,0.05020945282736168,0.03548690142104207,0.04184432428240422,0.03554334213647333,0.03420469804158926,0.022864062029920744,0.04001378321424799,0.03781487350634525,0.038906526621855925,0.05468802803899954,0.03441978488608104,0.03660984603528858,0.027080586748580226,0.023126614125678246,0.028363974987645514,0.02570184026809092,0.028083377829692748,0.03221180376167743,0.033942452336407546,0.031872242543850814,0.03251021404328415,0.03535801344540025
16,0.04650998386259917,0.04543008365069045,0.05662244284063547,0.05968411249241133,0.05785331952709598,0.05318470479797225,0.05127420576517723,0.05350528952839915,0.04642732442768895,0.044450227936153976,0.0332442107103363,0.03960942942105248,0.037834666280705594,0.031073518633179954,0.026697807880457704,0.03149328476052122,0.04117157953456155,0.034088500733120225,0.03944030876703271,0.05024216299304564,0.03852063447433282,0.04869012643202686,0.04013069613143798,0.03089572640072369,0.0164212678845237,0.03458929949739922,0.036517608395667735,0.023650440880579576,0.02421716245739138,0.021150511724838388
17,0.04252708370786468,0.037783462222769376,0.04732278525383524,0.03334209651638211,0.045221290676732355,0.050688788290796566,0.032416634758066436,0.03372168212814825,0.03564694223000142,0.04460429903436304,0.03201422584972326,0.04453011384975177,0.033469371206312146,0.03429235946178422,0.03951258599119494,0.03583538450445092,0.02421301219668502,0.02582085876358853,0.016459393443863473,0.032631570968339484,0.019406962791347203,0.014214678923849354,0.014907411213837558,0.01195628169321299,0.019226087024513634,0.025480721555316034,0.0315946855064697,0.04317143676052036,0.0397270423387625,0.038457390432071276
18,0.04803908241427349,0.05130346582456764,0.045802545544005244,0.052959485883513284,0.06125678572401359,0.04455149298151573,0.042315971323255167,0.03725336604924277,0.033654191229041314,0.03628038851137299,0.04278867355546369,0.035446459159224585,0.02371053655116467,0.03372718608799874,0.03891844408285457,0.027539798394523588,0.0275650463941419,0.03206254908394307,0.03871934398283722,0.039229550551588596,0.021496219500931,0.03628625453353883,0.03113530694401659,0.025515575735279118,0.027253976363804472,0.021423890983924908,0.020008891410563202,0.02470165526693941,0.01699150187381091,0.01503152109407053
19,0.045253953777392913,0.04865115243473048,0.04668787215295303,0.04369759121973243,0.0365760274754276,0.03625307447531856,0.02837270025939844,0.031980885349506535,0.04171815762579021,0.03923099889182031,0.036081178095291176,0.035731159103391134,0.036133016739295344,0.02399293883803468,0.03157514922512512,0.041042940985687955,0.045174615792100074,0.028803762908513414,0.027253972484670687,0.022813448787680334,0.02347518868200134,0.026342260200338814,0.029236074447232464,0.03382206013546322,0.03779534925448196,0.04053500902074296,0.04500799523820494,0.038108399177669346,0.020598268315185665,0.028972805947062835
